timestamp,container_id,name,cpu_perc,mem_usage,mem_perc,net_io,block_io,pids
1755873113.704917284,4ab2f4d499aa,multi-proxy1,317.88%,1.044GiB / 31.15GiB,3.35%,209MB / 16.7MB,1.92MB / 33.3MB,58
1755873113.704917284,f8cd685deea1,multi-proxy2,695.08%,1.122GiB / 31.15GiB,3.60%,245MB / 30MB,1.32MB / 143MB,54
1755873117.265894499,87ffcb507c59,multi-proxy0,166.96%,892.8MiB / 31.15GiB,2.80%,228MB / 7.23MB,2.16MB / 1.6MB,55
1755873117.265894499,4ab2f4d499aa,multi-proxy1,476.06%,1.004GiB / 31.15GiB,3.22%,210MB / 16.9MB,1.92MB / 33.7MB,58
1755873117.265894499,f8cd685deea1,multi-proxy2,503.56%,1.122GiB / 31.15GiB,3.60%,245MB / 30.3MB,1.32MB / 146MB,54
1755873120.807737066,87ffcb507c59,multi-proxy0,164.07%,935.8MiB / 31.15GiB,2.93%,228MB / 7.24MB,2.16MB / 1.62MB,55
1755873120.807737066,4ab2f4d499aa,multi-proxy1,397.70%,1.05GiB / 31.15GiB,3.37%,211MB / 16.9MB,1.92MB / 34MB,58
1755873120.807737066,f8cd685deea1,multi-proxy2,486.50%,1.122GiB / 31.15GiB,3.60%,245MB / 30.5MB,1.32MB / 148MB,54
1755873123.347917432,87ffcb507c59,multi-proxy0,159.84%,892.5MiB / 31.15GiB,2.80%,228MB / 7.29MB,2.16MB / 1.65MB,55
1755873123.347917432,4ab2f4d499aa,multi-proxy1,400.74%,1.007GiB / 31.15GiB,3.23%,211MB / 17MB,1.92MB / 34.2MB,58
1755873123.347917432,f8cd685deea1,multi-proxy2,645.45%,1.122GiB / 31.15GiB,3.60%,245MB / 30.8MB,1.32MB / 151MB,54
1755873126.903501135,87ffcb507c59,multi-proxy0,155.97%,935.5MiB / 31.15GiB,2.93%,228MB / 7.36MB,2.16MB / 1.67MB,55
1755873126.903501135,4ab2f4d499aa,multi-proxy1,400.99%,1.007GiB / 31.15GiB,3.23%,211MB / 17.2MB,1.92MB / 34.5MB,58
1755873126.903501135,f8cd685deea1,multi-proxy2,535.53%,1.129GiB / 31.15GiB,3.63%,245MB / 31.1MB,1.32MB / 156MB,54
1755873130.467152361,87ffcb507c59,multi-proxy0,161.92%,905.1MiB / 31.15GiB,2.84%,228MB / 7.37MB,2.16MB / 1.7MB,55
1755873130.467152361,4ab2f4d499aa,multi-proxy1,430.88%,1.051GiB / 31.15GiB,3.37%,212MB / 17.2MB,1.92MB / 34.7MB,58
1755873130.467152361,f8cd685deea1,multi-proxy2,516.20%,1.121GiB / 31.15GiB,3.60%,245MB / 31.3MB,1.32MB / 160MB,54
1755873133.031341548,87ffcb507c59,multi-proxy0,143.75%,934.7MiB / 31.15GiB,2.93%,228MB / 7.39MB,2.16MB / 1.72MB,55
1755873133.031341548,4ab2f4d499aa,multi-proxy1,353.84%,1.007GiB / 31.15GiB,3.23%,212MB / 17.3MB,1.92MB / 34.9MB,58
1755873133.031341548,f8cd685deea1,multi-proxy2,629.98%,1.121GiB / 31.15GiB,3.60%,245MB / 31.6MB,1.32MB / 163MB,54
1755873136.595614947,87ffcb507c59,multi-proxy0,165.96%,934.7MiB / 31.15GiB,2.93%,228MB / 7.51MB,2.16MB / 1.75MB,55
1755873136.595614947,4ab2f4d499aa,multi-proxy1,337.96%,1.007GiB / 31.15GiB,3.23%,212MB / 17.4MB,1.92MB / 35.2MB,58
1755873136.595614947,f8cd685deea1,multi-proxy2,530.76%,1.121GiB / 31.15GiB,3.60%,246MB / 31.8MB,1.32MB / 165MB,54
1755873140.146117344,87ffcb507c59,multi-proxy0,181.62%,891.7MiB / 31.15GiB,2.80%,228MB / 7.53MB,2.16MB / 1.78MB,56
1755873140.146117344,4ab2f4d499aa,multi-proxy1,317.00%,1.051GiB / 31.15GiB,3.38%,212MB / 17.5MB,1.93MB / 35.4MB,59
1755873140.146117344,f8cd685deea1,multi-proxy2,556.31%,1.129GiB / 31.15GiB,3.63%,246MB / 31.9MB,10.4MB / 168MB,55
1755873143.704600836,87ffcb507c59,multi-proxy0,162.14%,934.8MiB / 31.15GiB,2.93%,228MB / 7.66MB,2.16MB / 1.82MB,56
1755873143.704600836,4ab2f4d499aa,multi-proxy1,375.57%,1.052GiB / 31.15GiB,3.38%,213MB / 17.7MB,1.93MB / 35.7MB,59
1755873143.704600836,f8cd685deea1,multi-proxy2,588.16%,1.129GiB / 31.15GiB,3.63%,246MB / 32.2MB,10.4MB / 171MB,55
